neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
Manhattan,Hell's Kitchen,Entire home/apt,200,4,30
Queens,Flushing,Private room,75,2,0
Brooklyn,Bushwick,Private room,50,2,0
Brooklyn,Flatbush,Private room,40,5,12
Queens,Flushing,Private room,73,1,25
Manhattan,Financial District,Entire home/apt,200,1,1
Queens,St. Albans,Private room,48,1,165
Manhattan,Upper East Side,Entire home/apt,225,30,0
Brooklyn,Williamsburg,Private room,80,2,349
Manhattan,Washington Heights,Private room,60,3,28
Manhattan,Upper East Side,Entire home/apt,121,1,16
Manhattan,Chelsea,Private room,135,3,250
Brooklyn,Bushwick,Entire home/apt,73,45,3
Brooklyn,Fort Greene,Private room,70,2,47
Brooklyn,East Flatbush,Entire home/apt,49,2,77
Brooklyn,Bedford-Stuyvesant,Private room,60,3,0
Brooklyn,DUMBO,Entire home/apt,245,3,8
Manhattan,Financial District,Entire home/apt,375,29,0
Brooklyn,East Flatbush,Private room,38,2,9
Manhattan,Little Italy,Entire home/apt,229,1,3
Manhattan,Midtown,Entire home/apt,714,28,1
Brooklyn,Bedford-Stuyvesant,Private room,75,1,38
Brooklyn,Crown Heights,Entire home/apt,165,3,12
Brooklyn,Bedford-Stuyvesant,Private room,100,3,4
Manhattan,Upper West Side,Entire home/apt,150,30,0
Staten Island,Tompkinsville,Private room,60,1,0
Brooklyn,Bushwick,Shared room,28,1,103
Queens,Astoria,Private room,55,15,1
Manhattan,Harlem,Entire home/apt,129,1,160
Bronx,Longwood,Private room,35,5,8
Manhattan,Inwood,Private room,50,1,0
Brooklyn,Williamsburg,Entire home/apt,350,5,0
Brooklyn,Bushwick,Entire home/apt,150,4,77
Manhattan,Upper East Side,Entire home/apt,219,4,126
Brooklyn,Williamsburg,Private room,67,3,21
Manhattan,Upper East Side,Entire home/apt,130,25,3
Manhattan,Hell's Kitchen,Private room,150,1,119
Manhattan,Inwood,Private room,200,3,1
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,3,24
Brooklyn,Fort Greene,Private room,130,3,154
Bronx,Kingsbridge,Private room,79,3,55
Manhattan,Murray Hill,Entire home/apt,160,1,5
Brooklyn,Greenpoint,Private room,75,1,55
Manhattan,Harlem,Private room,78,3,88
Brooklyn,Greenpoint,Entire home/apt,125,3,11
Manhattan,Harlem,Entire home/apt,290,1,2
Brooklyn,Park Slope,Entire home/apt,120,5,1
Manhattan,Financial District,Entire home/apt,160,30,2
Manhattan,Lower East Side,Private room,82,5,0
Queens,Flushing,Private room,60,2,21
Manhattan,Chelsea,Entire home/apt,250,2,10
Manhattan,Nolita,Entire home/apt,325,2,8
Brooklyn,East New York,Private room,32,2,56
Manhattan,Chelsea,Private room,210,2,20
Staten Island,Concord,Private room,40,2,36
Manhattan,East Harlem,Entire home/apt,200,30,0
Brooklyn,Greenpoint,Entire home/apt,139,3,70
Brooklyn,Greenpoint,Entire home/apt,229,1,50
Brooklyn,South Slope,Private room,89,1,102
Brooklyn,Bushwick,Private room,60,3,480
Manhattan,Harlem,Entire home/apt,170,1,0
Brooklyn,Crown Heights,Private room,41,20,1
Manhattan,Washington Heights,Entire home/apt,95,4,0
Brooklyn,Sunset Park,Private room,50,31,0
Brooklyn,Greenpoint,Entire home/apt,160,15,6
Manhattan,Financial District,Entire home/apt,196,2,6
Manhattan,Harlem,Private room,70,1,141
Queens,Glendale,Entire home/apt,60,2,34
Queens,Glendale,Private room,50,7,17
Manhattan,East Village,Entire home/apt,83,3,31
Brooklyn,Bedford-Stuyvesant,Shared room,36,3,14
Manhattan,Hell's Kitchen,Entire home/apt,115,30,3
Manhattan,Gramercy,Entire home/apt,120,5,8
Queens,Elmhurst,Private room,40,29,2
Manhattan,Upper West Side,Private room,68,1,14
Manhattan,East Harlem,Private room,80,2,97
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,1
Manhattan,Tribeca,Entire home/apt,180,2,0
Manhattan,Upper West Side,Private room,67,1,22
Brooklyn,Greenpoint,Private room,100,1,5
Brooklyn,Prospect-Lefferts Gardens,Private room,69,4,19
Manhattan,Chinatown,Private room,65,25,20
Brooklyn,East Flatbush,Private room,30,3,20
Manhattan,Upper West Side,Entire home/apt,125,1,180
Brooklyn,Bushwick,Entire home/apt,200,3,1
Manhattan,East Village,Entire home/apt,180,1,0
Manhattan,Inwood,Entire home/apt,67,14,7
Queens,St. Albans,Entire home/apt,250,3,4
Manhattan,Washington Heights,Shared room,50,1,21
Brooklyn,Williamsburg,Entire home/apt,275,30,6
Manhattan,Gramercy,Entire home/apt,225,30,0
Manhattan,Greenwich Village,Private room,90,5,69
Brooklyn,Greenpoint,Entire home/apt,496,3,20
Brooklyn,Bushwick,Private room,65,2,15
Manhattan,East Village,Entire home/apt,194,4,5
Brooklyn,Fort Hamilton,Private room,65,3,42
Brooklyn,Williamsburg,Private room,80,1,7
Queens,Flushing,Entire home/apt,65,2,84
Manhattan,Chelsea,Private room,77,1,4
Manhattan,Harlem,Entire home/apt,100,2,68
Manhattan,Gramercy,Entire home/apt,120,10,51
Manhattan,East Village,Entire home/apt,150,2,69
Manhattan,Upper West Side,Entire home/apt,140,3,81
Bronx,Williamsbridge,Entire home/apt,85,1,6
Queens,Elmhurst,Private room,120,2,110
Manhattan,Hell's Kitchen,Private room,49,1,41
Manhattan,Chelsea,Entire home/apt,175,1,18
Bronx,Kingsbridge,Private room,80,2,2
Manhattan,Theater District,Entire home/apt,165,30,0
Brooklyn,Prospect Heights,Private room,85,1,222
Brooklyn,Flatbush,Entire home/apt,85,6,14
Brooklyn,Crown Heights,Private room,56,4,34
Manhattan,Harlem,Entire home/apt,140,1,4
Manhattan,Gramercy,Entire home/apt,130,3,26
Manhattan,East Village,Private room,130,2,19
Manhattan,Greenwich Village,Private room,115,2,4
Manhattan,Murray Hill,Entire home/apt,400,1,0
Brooklyn,Greenpoint,Entire home/apt,171,2,19
Manhattan,Upper East Side,Entire home/apt,150,2,134
Bronx,North Riverdale,Private room,53,2,143
Manhattan,Harlem,Private room,79,1,8
Manhattan,Harlem,Entire home/apt,112,3,1
Brooklyn,Greenpoint,Entire home/apt,300,2,22
Brooklyn,Bedford-Stuyvesant,Private room,65,1,194
Manhattan,East Village,Entire home/apt,199,3,10
Manhattan,Upper East Side,Entire home/apt,200,30,0
Brooklyn,Bedford-Stuyvesant,Private room,30,1,3
Brooklyn,Crown Heights,Entire home/apt,200,1,105
Manhattan,Financial District,Entire home/apt,127,2,3
Brooklyn,Bushwick,Private room,42,5,70
Brooklyn,Crown Heights,Private room,60,1,54
Manhattan,East Village,Entire home/apt,103,2,29
Queens,Ditmars Steinway,Private room,37,1,14
Manhattan,Midtown,Private room,150,2,2
Brooklyn,Williamsburg,Private room,27,20,2
Brooklyn,Park Slope,Entire home/apt,300,3,70
Staten Island,"Bay Terrace, Staten Island",Entire home/apt,55,30,2
Manhattan,Hell's Kitchen,Private room,110,1,161
Brooklyn,Bushwick,Entire home/apt,110,2,50
Manhattan,Two Bridges,Private room,99,2,3
Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,2,5
Queens,Jackson Heights,Private room,40,2,8
Queens,Astoria,Entire home/apt,150,5,0
Manhattan,Greenwich Village,Private room,115,3,20
Manhattan,Washington Heights,Private room,99,1,129
Manhattan,Financial District,Entire home/apt,188,2,4
Brooklyn,Greenpoint,Entire home/apt,129,30,3
Manhattan,Chelsea,Shared room,337,27,0
Manhattan,East Harlem,Private room,73,3,0
Manhattan,Lower East Side,Private room,95,1,109
Manhattan,Harlem,Private room,43,1,6
Manhattan,Harlem,Entire home/apt,130,2,12
Manhattan,Chinatown,Private room,80,25,8
Queens,Rockaway Beach,Entire home/apt,200,3,24
Manhattan,Hell's Kitchen,Entire home/apt,400,3,0
Brooklyn,Bedford-Stuyvesant,Private room,165,1,27
Brooklyn,Fort Greene,Entire home/apt,150,3,0
Manhattan,Midtown,Entire home/apt,145,30,0
Manhattan,Lower East Side,Private room,85,1,4
Brooklyn,Williamsburg,Shared room,42,1,4
Brooklyn,Williamsburg,Private room,90,2,5
Manhattan,East Village,Private room,110,4,0
Brooklyn,Bedford-Stuyvesant,Private room,150,1,4
Manhattan,Harlem,Private room,75,1,81
Manhattan,East Harlem,Entire home/apt,50,3,118
Manhattan,East Village,Entire home/apt,250,2,29
Manhattan,Midtown,Entire home/apt,335,30,0
Manhattan,Hell's Kitchen,Entire home/apt,185,29,1
Brooklyn,Williamsburg,Private room,65,2,0
Manhattan,East Harlem,Entire home/apt,169,3,7
Brooklyn,Fort Greene,Private room,48,30,0
Brooklyn,Bushwick,Private room,100,3,2
Brooklyn,Bedford-Stuyvesant,Entire home/apt,58,30,4
Manhattan,Harlem,Private room,86,2,3
Brooklyn,South Slope,Entire home/apt,200,30,4
Manhattan,Upper East Side,Entire home/apt,299,1,8
Manhattan,West Village,Private room,300,1,0
Manhattan,Hell's Kitchen,Entire home/apt,250,3,26
Manhattan,Murray Hill,Entire home/apt,200,2,0
Manhattan,Harlem,Private room,200,30,0
Bronx,Concourse Village,Private room,55,1,46
Brooklyn,Park Slope,Entire home/apt,168,5,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,175,6,3
Queens,Long Island City,Entire home/apt,299,1,3
Brooklyn,Prospect Heights,Entire home/apt,95,3,4
Manhattan,Hell's Kitchen,Private room,140,1,0
Manhattan,Upper West Side,Private room,100,3,326
Brooklyn,Greenpoint,Private room,65,1,3
Manhattan,Midtown,Entire home/apt,303,5,0
Queens,Woodside,Entire home/apt,110,2,27
Manhattan,Morningside Heights,Private room,50,5,0
Manhattan,Upper East Side,Entire home/apt,160,2,2
Brooklyn,Bedford-Stuyvesant,Private room,55,30,2
Manhattan,East Harlem,Entire home/apt,125,2,71
Manhattan,Upper West Side,Private room,179,1,4
Queens,Flushing,Entire home/apt,259,1,72
Manhattan,Harlem,Private room,69,2,0
Manhattan,Murray Hill,Entire home/apt,200,30,0
Brooklyn,Bushwick,Private room,60,4,6
Brooklyn,Prospect Heights,Entire home/apt,150,2,2
Manhattan,Harlem,Private room,70,2,13
Manhattan,Upper West Side,Entire home/apt,225,4,10
Queens,Woodside,Private room,33,30,1
Brooklyn,Williamsburg,Private room,48,2,1
Manhattan,Midtown,Entire home/apt,240,4,59
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,5,1
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,131,2,20
Brooklyn,East Flatbush,Private room,55,4,18
Queens,Forest Hills,Private room,40,2,4
Brooklyn,Crown Heights,Private room,55,4,21
Manhattan,Harlem,Private room,75,2,0
Brooklyn,Williamsburg,Entire home/apt,116,3,6
Queens,Forest Hills,Entire home/apt,250,5,0
Manhattan,Hell's Kitchen,Private room,61,30,3
Brooklyn,Prospect Heights,Entire home/apt,136,2,169
Manhattan,Upper West Side,Private room,175,4,11
Queens,Long Island City,Entire home/apt,155,3,4
Manhattan,Lower East Side,Shared room,35,14,1
Queens,Jamaica Estates,Entire home/apt,85,1,88
Brooklyn,Williamsburg,Entire home/apt,105,3,61
Manhattan,Murray Hill,Shared room,800,2,12
Manhattan,Harlem,Private room,110,1,1
Manhattan,Upper West Side,Entire home/apt,169,7,0
Manhattan,Lower East Side,Private room,97,1,2
Manhattan,Midtown,Entire home/apt,250,20,14
Brooklyn,Greenpoint,Entire home/apt,128,30,0
Staten Island,Midland Beach,Private room,80,1,7
Brooklyn,Bushwick,Private room,56,1,69
Brooklyn,Williamsburg,Private room,50,2,55
Bronx,Norwood,Private room,187,3,4
Queens,Maspeth,Entire home/apt,120,3,88
Brooklyn,Bushwick,Private room,60,1,25
Brooklyn,Fort Greene,Private room,159,2,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,1,72
Brooklyn,Bedford-Stuyvesant,Private room,90,3,54
Brooklyn,Bushwick,Private room,37,17,0
Manhattan,Hell's Kitchen,Entire home/apt,450,30,0
Manhattan,Lower East Side,Entire home/apt,180,3,49
Queens,St. Albans,Private room,59,1,190
Manhattan,Upper West Side,Private room,98,2,51
Queens,Long Island City,Entire home/apt,120,1,30
Brooklyn,Windsor Terrace,Entire home/apt,140,10,0
Manhattan,Upper West Side,Entire home/apt,198,2,2
Brooklyn,Bushwick,Private room,32,5,0
Queens,Flushing,Private room,54,2,65
Manhattan,Upper West Side,Entire home/apt,180,1,0
Brooklyn,Bushwick,Private room,70,1,68
Brooklyn,Williamsburg,Entire home/apt,120,29,0
Brooklyn,East New York,Private room,55,30,0
Manhattan,Chelsea,Private room,119,2,134
Brooklyn,Clinton Hill,Entire home/apt,150,15,0
Manhattan,Nolita,Entire home/apt,176,2,0
Brooklyn,Williamsburg,Entire home/apt,750,3,0
Brooklyn,Crown Heights,Entire home/apt,60,1,2
Manhattan,East Village,Entire home/apt,99,2,280
Manhattan,East Harlem,Entire home/apt,145,1,30
Manhattan,Murray Hill,Entire home/apt,2000,1,0
Brooklyn,Prospect-Lefferts Gardens,Private room,100,2,0
Bronx,Claremont Village,Private room,150,1,0
Manhattan,East Village,Entire home/apt,221,2,78
Brooklyn,Williamsburg,Private room,190,2,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,53,12,17
Brooklyn,Williamsburg,Private room,45,21,0
Brooklyn,Park Slope,Private room,60,2,7
Brooklyn,Greenpoint,Entire home/apt,210,10,0
Manhattan,East Village,Private room,275,2,8
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,5,0
Brooklyn,Bushwick,Private room,68,1,9
Manhattan,Midtown,Entire home/apt,175,30,2
Brooklyn,Bedford-Stuyvesant,Private room,53,1,59
Manhattan,Hell's Kitchen,Private room,250,1,4
Brooklyn,Brownsville,Entire home/apt,70,2,56
Brooklyn,Park Slope,Entire home/apt,145,5,0
Queens,Corona,Private room,70,1,0
Brooklyn,Williamsburg,Private room,88,2,7
Brooklyn,Cobble Hill,Entire home/apt,145,1,67
Queens,Long Island City,Entire home/apt,90,7,0
Brooklyn,Carroll Gardens,Entire home/apt,180,7,0
Brooklyn,Boerum Hill,Entire home/apt,125,2,23
Brooklyn,Flatbush,Entire home/apt,59,5,3
Brooklyn,Canarsie,Entire home/apt,125,5,6
Queens,Astoria,Private room,150,2,4
Queens,Richmond Hill,Entire home/apt,185,3,0
Manhattan,Midtown,Private room,105,2,17
Brooklyn,Williamsburg,Private room,72,2,3
Manhattan,Harlem,Private room,60,1,41
Manhattan,East Harlem,Entire home/apt,140,2,31
Brooklyn,Greenpoint,Private room,55,5,0
Manhattan,Washington Heights,Entire home/apt,359,1,126
Manhattan,Midtown,Entire home/apt,201,2,33
Brooklyn,Greenpoint,Private room,65,2,6
Brooklyn,Vinegar Hill,Entire home/apt,245,2,3
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,24
Manhattan,Upper West Side,Entire home/apt,150,2,11
Queens,Forest Hills,Private room,100,1,34
Queens,Jamaica,Private room,60,2,2
Queens,Ridgewood,Private room,45,2,27
Brooklyn,Williamsburg,Entire home/apt,168,10,3
Queens,Astoria,Private room,60,2,4
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,3
Manhattan,Lower East Side,Entire home/apt,80,1,4
Manhattan,Upper East Side,Private room,79,2,88
Brooklyn,Prospect-Lefferts Gardens,Private room,65,28,5
Manhattan,Harlem,Private room,75,5,3
Queens,Springfield Gardens,Entire home/apt,150,1,4
Queens,Queens Village,Entire home/apt,110,2,20
Brooklyn,Bushwick,Shared room,95,1,0
Manhattan,Hell's Kitchen,Entire home/apt,125,2,22
Queens,Kew Gardens,Entire home/apt,100,2,1
Manhattan,Upper East Side,Entire home/apt,285,30,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2,0
Brooklyn,Williamsburg,Private room,75,2,10
Queens,Astoria,Private room,35,7,0
Brooklyn,Bedford-Stuyvesant,Private room,40,15,3
Manhattan,East Harlem,Entire home/apt,186,1,0
Manhattan,Chinatown,Private room,69,1,1
Queens,Astoria,Private room,60,1,129
Brooklyn,Clinton Hill,Private room,65,60,0
Manhattan,Lower East Side,Private room,90,2,52
Brooklyn,Crown Heights,Private room,45,3,8
Brooklyn,Midwood,Shared room,26,2,5
Brooklyn,Bensonhurst,Private room,79,2,0
Manhattan,Harlem,Entire home/apt,88,3,37
Manhattan,SoHo,Entire home/apt,215,1,0
Manhattan,Upper West Side,Entire home/apt,110,10,0
Manhattan,Chelsea,Private room,175,1,0
Brooklyn,Bedford-Stuyvesant,Private room,250,2,0
Manhattan,Harlem,Private room,86,3,1
Brooklyn,Bushwick,Private room,65,2,8
Manhattan,Midtown,Private room,60,30,0
Brooklyn,Williamsburg,Entire home/apt,130,3,1
Manhattan,Harlem,Entire home/apt,140,2,292
Brooklyn,Bedford-Stuyvesant,Entire home/apt,227,1,17
Manhattan,East Village,Entire home/apt,225,7,1
Brooklyn,Bushwick,Private room,43,20,0
Manhattan,Washington Heights,Private room,45,1,20
Brooklyn,Williamsburg,Entire home/apt,250,5,0
Manhattan,Lower East Side,Entire home/apt,495,3,1
Manhattan,Midtown,Private room,640,2,0
Manhattan,Upper West Side,Entire home/apt,375,2,40
Brooklyn,Williamsburg,Entire home/apt,180,2,3
Brooklyn,Red Hook,Entire home/apt,125,3,162
Brooklyn,Williamsburg,Entire home/apt,400,3,25
Queens,Flushing,Private room,40,30,1
Manhattan,Lower East Side,Entire home/apt,280,2,0
Brooklyn,Sunset Park,Private room,54,1,4
Brooklyn,Bedford-Stuyvesant,Private room,110,3,20
Manhattan,Upper East Side,Entire home/apt,200,31,3
Manhattan,Washington Heights,Entire home/apt,66,5,8
Manhattan,Hell's Kitchen,Private room,150,1,1
Brooklyn,Williamsburg,Entire home/apt,153,3,17
Brooklyn,Bedford-Stuyvesant,Shared room,90,3,0
Manhattan,Hell's Kitchen,Entire home/apt,399,2,287
Manhattan,Hell's Kitchen,Entire home/apt,168,3,2
Queens,Astoria,Private room,70,1,92
Manhattan,East Village,Entire home/apt,390,5,143
Manhattan,Hell's Kitchen,Entire home/apt,350,30,0
Manhattan,Midtown,Entire home/apt,450,2,0
Manhattan,Financial District,Entire home/apt,228,2,2
Manhattan,East Village,Entire home/apt,450,1,0
Brooklyn,Fort Hamilton,Entire home/apt,98,5,1
Manhattan,Morningside Heights,Entire home/apt,100,2,11
Brooklyn,Bedford-Stuyvesant,Private room,49,2,46
Queens,Flushing,Private room,47,3,92
Manhattan,Tribeca,Private room,80,1,0
Manhattan,Upper East Side,Entire home/apt,99,2,249
Brooklyn,Crown Heights,Private room,35,2,0
Manhattan,Washington Heights,Private room,55,2,8
Brooklyn,Williamsburg,Private room,45,3,31
Brooklyn,Fort Greene,Private room,68,8,37
Manhattan,Lower East Side,Entire home/apt,250,1,13
Brooklyn,Greenpoint,Entire home/apt,85,3,4
Manhattan,Harlem,Private room,100,3,0
Queens,Flushing,Entire home/apt,39,1,2
Brooklyn,Clinton Hill,Entire home/apt,125,1,1
Manhattan,Chelsea,Entire home/apt,299,2,0
Manhattan,Greenwich Village,Entire home/apt,230,5,14
Manhattan,Hell's Kitchen,Private room,100,1,216
Manhattan,Harlem,Private room,69,1,34
Queens,Flushing,Entire home/apt,85,30,4
Manhattan,Harlem,Entire home/apt,100,6,0
Manhattan,Chelsea,Private room,100,2,151
Brooklyn,Williamsburg,Entire home/apt,150,2,2
Brooklyn,Flatbush,Private room,60,1,0
Manhattan,Inwood,Private room,99,3,150
Brooklyn,Boerum Hill,Entire home/apt,255,3,16
Manhattan,Little Italy,Entire home/apt,260,3,2
Brooklyn,Bedford-Stuyvesant,Entire home/apt,179,3,149
Brooklyn,Flatbush,Entire home/apt,90,3,7
Manhattan,Gramercy,Entire home/apt,400,2,105
Brooklyn,Bedford-Stuyvesant,Entire home/apt,230,4,29
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,3,1
Manhattan,Hell's Kitchen,Private room,100,1,1
Brooklyn,South Slope,Entire home/apt,225,5,2
Manhattan,East Village,Private room,90,7,0
Brooklyn,Bedford-Stuyvesant,Private room,64,2,30
Brooklyn,Bushwick,Private room,45,2,30
Brooklyn,Flatbush,Entire home/apt,90,3,0
Brooklyn,Clinton Hill,Private room,75,1,0
Manhattan,Nolita,Entire home/apt,250,2,28
Brooklyn,East Flatbush,Shared room,27,30,0
Manhattan,Chelsea,Entire home/apt,175,2,9
Brooklyn,Williamsburg,Private room,35,7,5
Manhattan,Murray Hill,Entire home/apt,282,2,7
Brooklyn,Bedford-Stuyvesant,Private room,57,2,2
Staten Island,St. George,Entire home/apt,175,3,22
Brooklyn,Crown Heights,Entire home/apt,120,1,49
Manhattan,West Village,Entire home/apt,157,2,4
Brooklyn,Park Slope,Entire home/apt,480,3,0
Brooklyn,Crown Heights,Entire home/apt,90,13,12
Brooklyn,Williamsburg,Private room,73,21,0
Manhattan,East Village,Entire home/apt,179,8,15
Manhattan,Upper East Side,Private room,99,1,38
Manhattan,Lower East Side,Private room,150,1,51
Queens,Ditmars Steinway,Private room,73,1,6
Brooklyn,Williamsburg,Private room,60,1,0
Queens,Woodhaven,Entire home/apt,170,5,1
Manhattan,Hell's Kitchen,Private room,100,7,8
Manhattan,Midtown,Private room,70,1,0
Brooklyn,Fort Greene,Entire home/apt,175,3,2
Brooklyn,Prospect Heights,Entire home/apt,170,3,67
Brooklyn,Clinton Hill,Entire home/apt,73,2,7
Brooklyn,Clinton Hill,Private room,70,7,1
Manhattan,Murray Hill,Entire home/apt,195,30,0
Manhattan,Upper East Side,Entire home/apt,99,30,6
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,36
Manhattan,East Village,Private room,145,1,25
Brooklyn,Greenpoint,Entire home/apt,250,4,1
Brooklyn,Williamsburg,Entire home/apt,74,1,1
Manhattan,East Harlem,Private room,89,1,138
Brooklyn,Greenpoint,Private room,50,7,1
Manhattan,Financial District,Entire home/apt,137,29,0
Manhattan,Upper West Side,Entire home/apt,400,6,5
Brooklyn,Greenpoint,Entire home/apt,150,2,2
Manhattan,West Village,Private room,139,1,203
Manhattan,Lower East Side,Private room,90,10,8
Queens,East Elmhurst,Private room,38,1,42
Manhattan,Hell's Kitchen,Private room,300,1,64
Brooklyn,Bushwick,Private room,33,1,8
Brooklyn,Greenpoint,Entire home/apt,150,7,1
Manhattan,Upper West Side,Entire home/apt,150,1,24
Queens,Laurelton,Entire home/apt,200,2,6
Manhattan,Upper West Side,Entire home/apt,149,2,1
Queens,Cambria Heights,Private room,31,1,2
Manhattan,Upper West Side,Entire home/apt,599,1,5
Manhattan,Washington Heights,Private room,90,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,3,6
Brooklyn,Bushwick,Private room,88,7,21
Manhattan,Financial District,Entire home/apt,175,30,2
Brooklyn,Crown Heights,Entire home/apt,100,2,3
Brooklyn,Williamsburg,Private room,70,7,0
Brooklyn,Bushwick,Private room,70,5,1
Brooklyn,Bedford-Stuyvesant,Private room,45,1,2
Manhattan,Gramercy,Entire home/apt,150,30,1
Brooklyn,Red Hook,Entire home/apt,125,1,0
Queens,Forest Hills,Private room,59,1,2
Manhattan,East Village,Entire home/apt,170,7,9
